"scientificName","vernacularName","decimalLatitude","decimalLongitude","eventDate","stateProvince","country"
"Apis mellifera","Western Honey Bee",51.18661,0.280984,1592697600000,"England","United Kingdom"
"Apis mellifera","Western Honey Bee",51.41601944,-0.593573034,1376956800000,"England","United Kingdom"
"Apis mellifera","Western Honey Bee",51.46577835,0.474812508,1279584000000,"England","United Kingdom"
"Apis mellifera","Western Honey Bee",51.771027,-0.690549,1566777600000,"England","United Kingdom"
"Apis mellifera","Western Honey Bee",51.102883,-0.15767,1620777600000,"England","United Kingdom"
"Apis mellifera","Western Honey Bee",51.31119588,-0.476265037,1660780800000,"England","United Kingdom"
"Apis mellifera","Western Honey Bee",51.14334488,0.275950342,1529539200000,"England","United Kingdom"
"Apis mellifera","Western Honey Bee",51.41601944,-0.593573034,1470614400000,"England","United Kingdom"
"Apis mellifera","Western Honey Bee",51.46891403,0.081892528,1552867200000,"England","United Kingdom"
"Apis mellifera","Western Honey Bee",51.822889,-0.314686,1596758400000,"England","United Kingdom"
"Apis mellifera","Western Honey Bee",51.29307938,0.058140062,1563667200000,"England","United Kingdom"
"Apis mellifera","Western Honey Bee",51.438633,0.309275678,1654214400000,"England","United Kingdom"
"Apis mellifera","Western Honey Bee",51.52862048,-0.150411063,1719360000000,"England","United Kingdom"
"Apis mellifera","Western Honey Bee",51.350749,-0.506618,1498089600000,"England","United Kingdom"
"Apis mellifera","Western Honey Bee",51.679112,-0.142116,1312243200000,"England","United Kingdom"
"Apis mellifera","Western Honey Bee",51.35219699,-0.517987869,1690588800000,"England","United Kingdom"
"Apis mellifera","Western Honey Bee",51.41601944,-0.593573034,1491609600000,"England","United Kingdom"
"Apis mellifera","Western Honey Bee",51.17049789,0.313045323,1431475200000,"England","United Kingdom"
"Apis mellifera","Western Honey Bee",51.2365799,-0.003105922,1468713600000,"England","United Kingdom"
"Apis mellifera","Western Honey Bee",51.50785928129997,-0.16164265569999242,1556496000000,"England","United Kingdom"
"Apis mellifera","Western Honey Bee",51.31119588,-0.476265037,1715644800000,"England","United Kingdom"
"Apis mellifera","Western Honey Bee",51.52862048,-0.150411063,1684800000000,"England","United Kingdom"
"Apis mellifera","Western Honey Bee",51.54644886059998,0.21310976630001138,1553904000000,"England","United Kingdom"
"Apis mellifera","Western Honey Bee",51.2365799,-0.003105922,1592092800000,"England","United Kingdom"
"Apis mellifera","Western Honey Bee",51.43497467,-0.325388461,1563926400000,"England","United Kingdom"
